Title,Link,Topic
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,Cell Biology
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,Cell Biology
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,Cell Biology
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,Microgravity
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,Other
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,Microgravity
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,Plants
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Cell Biology
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,Microgravity
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,Human Health
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,Other
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,Other
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,Other
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,Plants
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,Plants
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,Cell Biology
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,Plants
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,Microgravity
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,Plants
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,Plants
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,Plants
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,Plants
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,Microgravity
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,Plants
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,Human Health
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,Human Health
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,Radiation
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,Plants
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,Plants
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,Microgravity
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,Plants
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,Other
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,Microgravity
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,Radiation
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,Human Health
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,Microgravity
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,Other
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,Microgravity
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,Other
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,Microgravity
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,Plants
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,Plants
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,Plants
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,Plants
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,Microgravity
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,Microgravity
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,Radiation
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,Other
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,Other
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,Plants
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,Cell Biology
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,Human Health
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,Microgravity
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,Microgravity
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,Other
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,Plants
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,Plants
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,Plants
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,Microgravity
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,Other
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,Human Health
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,Human Health
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,Cell Biology
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/,Plants
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/,Plants
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,Plants
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,Other
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,Human Health
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,Human Health
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,Human Health
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,Human Health
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,Microgravity
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,Human Health
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,Human Health
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,Cell Biology
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,Microgravity
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,Other
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,Microgravity
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,Human Health
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,Microgravity
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,Human Health
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,Other
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,Other
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,Microgravity
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,Development
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,Human Health
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,Microgravity
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,Microgravity
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,Other
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,Other
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,Cell Biology
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,Other
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,Other
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,Cell Biology
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,Other
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,Other
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,Other
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Radiation
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,Other
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Human Health
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,Human Health
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,Human Health
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,Microgravity
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,Human Health
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,Human Health
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,Human Health
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,Human Health
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,Human Health
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,Human Health
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,Human Health
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,Human Health
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,Cell Biology
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,Human Health
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,Human Health
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,Human Health
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,Human Health
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,Human Health
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,Human Health
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,Human Health
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,Cell Biology
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,Human Health
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,Human Health
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,Human Health
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,Microgravity
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,Other
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Other
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,Other
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,Other
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,Other
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,Human Health
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,Human Health
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Cell Biology
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,Cell Biology
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,Other
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Microgravity
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,Human Health
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,Microgravity
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,Human Health
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,Human Health
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,Microgravity
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,Metabolism
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Microgravity
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,Other
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Cell Biology
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,Other
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Other
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,Other
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,Other
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Other
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,Other
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Microgravity
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,Other
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,Other
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Other
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,Other
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Other
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,Other
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Other
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,Other
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Cell Biology
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Plants
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Other
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,Other
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Cell Biology
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,Other
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Other
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,Other
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Other
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Other
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,Other
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Other
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Other
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Other
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Other
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Other
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Other
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Other
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Other
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,Other
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Other
